source_type,layer,x1,y1,z1,x2,y2,z2
LWPOLYLINE,BEAM实线,732606.3927107959,98555.52406397126,0.0,727806.3927107678,98555.52406397126,0.0
LWPOLYLINE,BEAM实线,727806.3927107678,98555.52406397126,0.0,727806.3927107961,103355.5240639712,0.0
LWPOLYLINE,BEAM实线,727806.3927107961,103355.5240639712,0.0,723006.3927106758,103355.5180062368,0.0
LWPOLYLINE,BEAM实线,723006.3927106758,103355.5180062368,0.0,723006.392710796,108155.5173592935,0.0
LWPOLYLINE,BEAM实线,723006.392710796,108155.5173592935,0.0,718206.3927107678,108155.5180062368,0.0
LWPOLYLINE,BEAM实线,718206.3927107678,108155.5180062368,0.0,718206.3957397518,112955.518006235,0.0
LWPOLYLINE,BEAM实线,718206.3957397518,112955.518006235,0.0,713406.398768502,112955.5167123502,0.0
LWPOLYLINE,BEAM实线,713406.398768502,112955.5167123502,0.0,713406.398768502,126155.5331505717,0.0
LWPOLYLINE,BEAM实线,713406.398768502,126155.5331505717,0.0,718206.3987685307,126155.5240639713,0.0
LWPOLYLINE,BEAM实线,718206.3987685307,126155.5240639713,0.0,718206.3987685307,130955.5240639713,0.0
LWPOLYLINE,BEAM实线,718206.3987685307,130955.5240639713,0.0,723006.392710796,130955.5293644884,0.0
LWPOLYLINE,BEAM实线,723006.392710796,130955.5293644884,0.0,723006.392710796,135755.5255784051,0.0
LWPOLYLINE,BEAM实线,717606.3866473217,-130218.5299970573,0.0,712806.3866473219,-130218.5299970573,0.0
LWPOLYLINE,BEAM实线,712806.3866473219,-130218.5299970573,0.0,712806.3866473219,-144618.5299970573,0.0
LWPOLYLINE,BEAM实线,712806.3866473219,-144618.5299970573,0.0,717606.3866473217,-144618.5299970573,0.0
LWPOLYLINE,BEAM实线,717606.3866473217,-144618.5299970573,0.0,717606.3866473217,-149418.5299970573,0.0
LWPOLYLINE,BEAM实线,717606.3866473217,-149418.5299970573,0.0,722406.3866473219,-149418.5299970573,0.0
LWPOLYLINE,BEAM实线,722406.3866473219,-149418.5299970573,0.0,722406.3866473219,-154218.5299970573,0.0
LWPOLYLINE,BEAM实线,722406.3866473219,-154218.5299970573,0.0,727206.3866473219,-154218.5299970573,0.0
LWPOLYLINE,BEAM实线,727206.3866473219,-154218.5299970573,0.0,727206.3866473219,-159018.5299970573,0.0
LWPOLYLINE,BEAM实线,727206.3866473219,-159018.5299970573,0.0,732006.3866473219,-159018.5299970573,0.0
LWPOLYLINE,BEAM实线,732006.3866473219,-159018.5299970573,0.0,732006.3866473219,-163818.5299970573,0.0
LWPOLYLINE,BEAM实线,732006.3866473219,-163818.5299970573,0.0,746406.3866473219,-163818.5299970573,0.0
LWPOLYLINE,BEAM实线,746406.3866473219,-163818.5299970573,0.0,746406.3866473219,-159018.5299970573,0.0
LWPOLYLINE,BEAM实线,746406.3866473219,-159018.5299970573,0.0,751206.3866473217,-159018.5299970573,0.0
LWPOLYLINE,BEAM实线,751206.3866473217,-159018.5299970573,0.0,751206.3866473217,-154218.5299970573,0.0
LWPOLYLINE,BEAM实线,751206.3866473217,-154218.5299970573,0.0,756006.3866473217,-154218.5299970573,0.0
LWPOLYLINE,BEAM实线,756006.3866473217,-154218.5299970573,0.0,756006.3866473217,-149418.5299970573,0.0
LWPOLYLINE,BEAM实线,756006.3866473217,-149418.5299970573,0.0,760806.3866473219,-149418.5299970573,0.0
LWPOLYLINE,BEAM实线,760806.3866473219,-149418.5299970573,0.0,760806.3866473219,-144618.5299970573,0.0
LWPOLYLINE,BEAM实线,760806.3866473219,-144618.5299970573,0.0,765606.3866473219,-144618.5299970573,0.0
LWPOLYLINE,BEAM实线,765606.3866473219,-144618.5299970573,0.0,765606.3866473219,-130218.5299970573,0.0
LWPOLYLINE,BEAM实线,765606.3866473219,-130218.5299970573,0.0,760806.3866473219,-130218.5299970573,0.0
LWPOLYLINE,BEAM实线,760806.3866473219,-130218.5299970573,0.0,760806.3866473219,-125418.5299970573,0.0
LWPOLYLINE,BEAM实线,760806.3866473219,-125418.5299970573,0.0,756006.3866473217,-125418.5299970573,0.0
LWPOLYLINE,BEAM实线,756006.3866473217,-125418.5299970573,0.0,756006.3866473217,-120618.5299970573,0.0
LWPOLYLINE,BEAM实线,756006.3866473217,-120618.5299970573,0.0,751206.3866473217,-120618.5299970573,0.0
LWPOLYLINE,BEAM实线,751206.3866473217,-120618.5299970573,0.0,751206.3866473217,-115818.5299970573,0.0
LWPOLYLINE,BEAM实线,751206.3866473217,-115818.5299970573,0.0,746406.3866473219,-115818.5299970573,0.0
LWPOLYLINE,BEAM实线,746406.3866473219,-115818.5299970573,0.0,746406.3866473219,-111018.5299970573,0.0
LWPOLYLINE,BEAM实线,746406.3866473219,-111018.5299970573,0.0,732006.3866473219,-111018.5299970573,0.0
LWPOLYLINE,BEAM实线,732006.3866473219,-111018.5299970573,0.0,732006.3866473219,-115818.5299970573,0.0
LWPOLYLINE,BEAM实线,732006.3866473219,-115818.5299970573,0.0,727206.3866473219,-115818.5299970573,0.0
LWPOLYLINE,BEAM实线,727206.3866473219,-115818.5299970573,0.0,727206.3866473219,-120618.5299970573,0.0
LWPOLYLINE,BEAM实线,727206.3866473219,-120618.5299970573,0.0,722406.3866473219,-120618.5299970573,0.0
LWPOLYLINE,BEAM实线,722406.3866473219,-120618.5299970573,0.0,722406.3866473219,-125418.5299970573,0.0
LWPOLYLINE,BEAM实线,722406.3866473219,-125418.5299970573,0.0,717606.3866473217,-125418.5299970573,0.0
LWPOLYLINE,BEAM实线,717606.3866473217,-125418.5299970573,0.0,717606.3866473217,-130218.5299970573,0.0
LWPOLYLINE,STPM_RBEAM_SIG,734286.5609565163,-98425.0101310875,0.0,734605.70988667,-98425.07210175355,0.0
LWPOLYLINE,STPM_RBEAM_SIG,733826.2244650191,-98425.0101310875,0.0,733507.0755348654,-98425.07210175355,0.0
LWPOLYLINE,STPM_RBEAM_SIG,744586.573072042,-98425.00103874746,0.0,744905.7220021957,-98425.06300941353,0.0
LWPOLYLINE,STPM_RBEAM_SIG,744126.2365805448,-98425.00103874746,0.0,743807.0876503912,-98425.06300941353,0.0
LINE,Beam虚线,734456.3852292699,111705.5240639712,0.0,734456.3852292699,112105.5240639712,0.0
LINE,Beam虚线,733656.3852292697,111705.5240639712,0.0,733656.3852292697,114005.5240639712,0.0
LINE,Beam虚线,744756.3852292697,111705.5240639712,0.0,744756.3852292697,113805.5240639712,0.0
LINE,Beam虚线,743956.3852292697,111705.5240639712,0.0,743956.3852292697,113805.5240639712,0.0
LINE,Beam虚线,740906.3852292699,124905.5240639713,0.0,743656.3838055062,124905.5240639713,0.0
LINE,Beam虚线,740906.3852292699,125305.5240639712,0.0,743656.3838055062,125305.5240639712,0.0
LINE,Beam虚线,744756.3855658104,116705.5240639712,0.0,744756.3973447384,120905.5240639713,0.0
LINE,Beam虚线,744356.3855658105,116705.5240639712,0.0,744356.3973447385,120905.5240639713,0.0
LINE,Beam虚线,734056.3852292699,116585.5240639712,0.0,734056.3852292699,120505.5240639712,0.0
LINE,Beam虚线,733656.3852292697,116585.5240639712,0.0,733656.3852292697,120385.5240639712,0.0
LINE,Beam虚线,740056.3852292697,110805.5240639712,0.0,741356.3852292699,110805.5240639712,0.0
LINE,Beam虚线,740056.3852292697,111205.5240639712,0.0,741356.3852292699,111205.5240639712,0.0
LINE,Beam虚线,737256.3973447384,110805.524209402,0.0,738556.3973447386,110805.5240639712,0.0
LINE,Beam虚线,737256.3973894862,111205.524209402,0.0,738556.3973894864,111205.5240639712,0.0
LINE,Beam虚线,735306.4003736058,124905.5240639713,0.0,737106.398768502,124905.5240639713,0.0
LINE,Beam虚线,735306.4003736058,125305.5240639712,0.0,737106.398768502,125305.5240639713,0.0
LINE,Beam虚线,744346.3852292699,121205.5240639712,0.0,743756.398768502,121205.5240639712,0.0
LINE,Beam虚线,741106.3852292699,121005.5240639712,0.0,744346.3852292699,121005.5240639712,0.0
LINE,Beam虚线,740706.3852292699,122105.5240639714,0.0,740706.3852292699,121205.5240639712,0.0
LINE,Beam虚线,740906.3852292699,120505.5240639712,0.0,740906.3852292699,114205.5240639712,0.0
LINE,Beam虚线,741106.3852292699,114205.5240639712,0.0,741106.3852292699,120505.5240639712,0.0
LINE,Beam虚线,743556.3852292699,114205.5240639712,0.0,734806.3852292699,114205.5240639712,0.0
LINE,Beam虚线,734806.3852292699,113805.5240639712,0.0,736406.3852292696,113805.5240639712,0.0
LINE,Beam虚线,741106.3987685022,113805.5240639712,0.0,742006.3852292699,113805.5240639712,0.0
LINE,Beam虚线,736406.3852292699,113805.5240639712,0.0,736406.3852292699,112305.5240639712,0.0
LINE,Beam虚线,736606.3852292697,111205.5240639712,0.0,736606.3852292697,113805.5240639712,0.0
LINE,Beam虚线,742006.3852292699,113805.5240639712,0.0,742006.3852292699,111205.5240639715,0.0
LINE,Beam虚线,742206.3852292699,111205.5240639715,0.0,742206.3852292699,113805.5240639712,0.0
LINE,Beam虚线,737456.3852292699,120505.5240639716,0.0,737456.3852292699,118745.5240639639,0.0
LINE,Beam虚线,737656.3852292697,114205.5240639712,0.0,737656.3852292697,120505.5240639716,0.0
LINE,Beam虚线,740706.398768502,124255.5240639713,0.0,740706.3852292699,122305.5240639714,0.0
LINE,Beam虚线,740706.3852292699,122305.5240639714,0.0,738206.3852292699,122305.5240639714,0.0
LINE,Beam虚线,738006.3852292697,124905.5240639713,0.0,738006.3852292697,120905.524063971,0.0
LINE,Beam虚线,738206.3852292699,120905.524063971,0.0,738206.3852292699,122105.5240639714,0.0
LINE,Beam虚线,740906.3852292699,121205.5240639712,0.0,740906.398768502,124255.5240639713,0.0
LINE,Beam虚线,738206.3852292699,122105.5240639714,0.0,739656.3987685309,122105.5240639714,0.0
LINE,Beam虚线,734056.3852292699,120505.5240639712,0.0,734756.3973446978,120505.5240639712,0.0
LINE,Beam虚线,738206.398768502,120505.5240639709,0.0,740706.398768502,120505.5240639715,0.0
LINE,Beam虚线,738206.3852292699,120705.5240639715,0.0,739656.3987685309,120705.5240639715,0.0
LINE,Beam虚线,734056.3852292699,120705.5240639713,0.0,735106.3987685309,120705.5240639712,0.0
LINE,Beam虚线,743756.398768502,124905.5240639713,0.0,743756.398768502,123205.5240639515,0.0
LINE,Beam虚线,743556.398768502,124905.5240639713,0.0,743556.398768502,121205.5240639712,0.0
LWPOLYLINE,开洞及边线,745156.3912870148,-122118.5299970583,0.0,734856.3927107964,-122968.5299970574,0.0
LWPOLYLINE,开洞及边线,734856.3927107964,-122968.5299970574,0.0,733256.3912870148,-125718.5299970571,0.0
LWPOLYLINE,开洞及边线,745156.3927107963,-57875.01499852899,0.0,735021.1942354427,-58725.01499852881,0.0
LWPOLYLINE,开洞及边线,735021.1942354427,-58725.01499852881,0.0,733256.3927107964,-61475.014779803,0.0
LWPOLYLINE,开洞及边线,745156.3927107963,6368.498662714905,0.0,734856.3927107964,5468.498662714963,0.0
LWPOLYLINE,开洞及边线,734856.3927107964,5468.498662714963,0.0,733256.3927107964,2768.498881440824,0.0
LWPOLYLINE,S123-BEAM-GL,757706.3971446055,116798.7063058024,0.0,757706.3966511938,122205.0526625878,0.0
LWPOLYLINE,S123-BEAM-GL,760256.3854048892,116605.5240639712,0.0,764206.3973447671,116605.5240639712,0.0
LWPOLYLINE,S123-BEAM-GL,759656.3910999643,116605.5240639712,0.0,755256.3791600864,116605.5240639712,0.0
LWPOLYLINE,楼梯及边线,755056.3973446944,122405.524063972,0.0,757606.3970726342,122405.5240639808,0.0
LWPOLYLINE,楼梯及边线,757606.3970726342,122405.5240639808,0.0,757606.3970726342,116705.5240639805,0.0
LWPOLYLINE,楼梯及边线,757606.3970726342,116705.5240639805,0.0,755056.3973446944,116705.5240639719,0.0
LWPOLYLINE,楼梯及边线,755056.3973446944,116705.5240639719,0.0,755056.3973446944,122405.524063972,0.0
LINE,Beam虚线,735106.3987685309,121955.524063971,0.0,734056.3973447385,121955.524063971,0.0
LINE,Beam虚线,734056.3987685303,121755.524063971,0.0,735106.3987685309,121755.524063971,0.0
LWPOLYLINE,STPM_RBEAM_SIG,727967.0602217702,-87855.25591186943,0.0,728104.6063882053,-88143.24392474077,0.0
LWPOLYLINE,STPM_RBEAM_SIG,728939.8210796971,-89228.23177187289,0.0,729183.0463280418,-89434.86555910546,0.0
LWPOLYLINE,STPM_RBEAM_SIG,728406.3466404504,-89794.16393469882,0.0,728406.3470350055,-89475.01499852887,0.0
LWPOLYLINE,STPM_RBEAM_SIG,728406.346664293,-87755.86606235878,0.0,728406.3470350055,-88075.01499852877,0.0
LWPOLYLINE,STPM_RBEAM_SIG,727678.312213171,-89488.19790093572,0.0,727906.298994461,-89264.86391110066,0.0
LWPOLYLINE,STPM_RBEAM_SIG,728906.5517156438,-88285.02305717945,0.0,729134.5381835926,-88061.68874747577,0.0
LINE,楼梯及边线,757606.3973446419,122405.5240639808,0.0,755056.3973446944,116705.5240639719,0.0
LWPOLYLINE,STPM_RBEAM_SIG,744956.1635919106,114193.7057868759,0.0,745275.3119420129,114194.3174122133,0.0
LWPOLYLINE,STPM_RBEAM_SIG,744946.2411380605,124939.4667110639,0.0,745265.3897014731,124938.978930046,0.0
LWPOLYLINE,STPM_RBEAM_SIG,744506.0816209199,125511.9441584732,0.0,744555.5892834052,125827.2297985107,0.0
LWPOLYLINE,STPM_RBEAM_SIG,733909.2331741365,125498.2311801863,0.0,733859.7255116514,125813.5168202238,0.0
LWPOLYLINE,STPM_RBEAM_SIG,733456.5595300071,124939.6403170746,0.0,733137.4109766106,124939.1460261389,0.0
LWPOLYLINE,STPM_RBEAM_SIG,733456.6351109842,114193.7060872639,0.0,733137.4867608642,114194.3177033343,0.0
LWPOLYLINE,S123-BEAM-GL,754906.4034025009,-67025.01499852969,0.0,754906.4034025009,-53025.00124604117,0.0
LINE,Beam虚线,739856.398768531,122105.5240639714,0.0,739856.398768531,120705.524063971,0.0
LINE,Beam虚线,739656.3987685309,122105.5240639714,0.0,739656.3987685309,120705.524063971,0.0
LINE,Beam虚线,735106.3987685309,120705.5240639713,0.0,735106.398768531,121755.524063971,0.0
LINE,Beam虚线,735306.398768531,120705.5240639713,0.0,735306.398768531,124905.5240639713,0.0
LINE,Beam虚线,743756.3973447125,123205.5240639515,0.0,744356.422823877,123205.5240639515,0.0
LINE,Beam虚线,743756.3973447125,123005.5240639515,0.0,744356.422823877,123005.5240639515,0.0
LINE,Beam虚线,734456.3852292699,112105.5240639712,0.0,736406.3852292699,112105.5240639712,0.0
LINE,Beam虚线,734456.3852292699,112305.5240639712,0.0,736406.3852292699,112305.5240639712,0.0
LWPOLYLINE,S123-BEAM-GL,723806.3987685309,-88774.33217972997,0.0,727706.347368035,-88774.33217972997,0.0
LWPOLYLINE,STPM_RBEAM_SIG,727387.1984318647,-88774.33217972997,0.0,727706.347368035,-88774.33217972997,0.0
LWPOLYLINE,STPM_RBEAM_SIG,744356.3973447958,110605.5240639713,0.0,744356.396942021,110286.3751278014,0.0
LWPOLYLINE,STPM_RBEAM_SIG,734056.4001922655,110605.5240639713,0.0,734056.3997894907,110286.3751278014,0.0
LWPOLYLINE,S123-BEAM-GL,718856.4321149728,-84275.02409086883,0.0,723156.4169646885,-84275.02409086883,0.0
LWPOLYLINE,STPM_RBEAM_SIG,718856.4321149728,-84275.02409086884,0.0,719175.581051143,-84275.02409086884,0.0
LWPOLYLINE,S123-BEAM-GL,718856.4321149728,-62075.00590618867,0.0,723156.4169646885,-62075.00590618867,0.0
LWPOLYLINE,STPM_RBEAM_SIG,718856.4321149728,-62075.00590618865,0.0,719175.581051143,-62075.00590618865,0.0
LWPOLYLINE,S123-BEAM-GL,723856.3987685309,-57575.01499852879,0.0,727856.347368035,-57575.01499852879,0.0
LWPOLYLINE,STPM_RBEAM_SIG,727537.1984318647,-57575.01499852879,0.0,727856.347368035,-57575.01499852879,0.0
LWPOLYLINE,S123-BEAM-GL,754556.3987685305,-57575.01499852879,0.0,750556.4501690265,-57575.01499852879,0.0
LWPOLYLINE,STPM_RBEAM_SIG,750875.5991051967,-57575.01499852879,0.0,750556.4501690265,-57575.01499852879,0.0
LWPOLYLINE,S123-BEAM-GL,759556.3896759802,-84275.02409086883,0.0,755256.4048262645,-84275.02409086883,0.0
LWPOLYLINE,STPM_RBEAM_SIG,759556.3896759802,-84275.02409086884,0.0,759237.2407398099,-84275.02409086884,0.0
LWPOLYLINE,S123-BEAM-GL,759556.3654220887,-62075.00590618867,0.0,755256.380572373,-62075.00590618867,0.0
LWPOLYLINE,STPM_RBEAM_SIG,759556.3654220887,-62075.00590618865,0.0,759237.2164859184,-62075.00590618865,0.0
LWPOLYLINE,S123-BEAM-GL,754606.3572455108,-88774.33217972997,0.0,750706.4086460068,-88774.33217972997,0.0
LWPOLYLINE,STPM_RBEAM_SIG,751025.557582177,-88774.33217972997,0.0,750706.4086460068,-88774.33217972997,0.0
LWPOLYLINE,S123-BEAM-GL,744606.3987685024,-88774.33217972997,0.0,749306.3888909979,-88774.33217972997,0.0
LWPOLYLINE,STPM_RBEAM_SIG,748987.2399548277,-88774.33217972997,0.0,749306.3888909979,-88774.33217972997,0.0
LWPOLYLINE,S123-BEAM-GL,733806.3535386163,-88774.33217972997,0.0,729106.3634161208,-88774.33217972997,0.0
LWPOLYLINE,STPM_RBEAM_SIG,729425.512352291,-88774.33217972997,0.0,729106.3634161208,-88774.33217972997,0.0
LWPOLYLINE,S123-BEAM-GL,755036.39413456,-11881.50133728518,0.0,757886.3941346168,-11881.50133728518,0.0
LWPOLYLINE,S123-BEAM-GL,755036.39413456,-5981.50133728518,0.0,757886.3941346168,-5981.50133728518,0.0
LWPOLYLINE,通用层高表线,760841.513001262,-114349.4568901957,0.0,766541.513001262,-114349.4568901957,0.0
LWPOLYLINE,通用层高表线,760841.513001262,-50240.67266762611,0.0,766541.513001262,-50240.67266762611,0.0
LWPOLYLINE,通用层高表线,760841.5130012634,14802.8414300725,0.0,766541.5130012633,14802.8414300725,0.0
LWPOLYLINE,通用层高表线,760841.5115774983,144089.866394874,0.0,766541.5115774983,144089.866394874,0.0
LINE,Beam虚线,734456.394134564,-143168.5299970574,0.0,734456.4072150323,-144668.5299970576,0.0
LINE,Beam虚线,744056.373113773,-143168.5299970574,0.0,744056.373113773,-145268.5299970574,0.0
LINE,Beam虚线,734306.3912870042,-132168.5299970575,0.0,735106.3912870047,-132168.5299970575,0.0
LINE,Beam虚线,734306.3973447385,-67925.01499852882,0.0,738006.3880767969,-67925.01499852883,0.0
LINE,Beam虚线,734256.4001922983,-78925.01499852882,0.0,734256.398159253,-80424.33217973,0.0
LINE,Beam虚线,744156.388076797,-78925.01499852887,0.0,744156.3852292699,-81025.01499852882,0.0
LINE,Beam虚线,736356.3973447385,-82025.01499852887,0.0,742256.3852292697,-82025.01499852887,0.0
LINE,Beam虚线,742256.3852292697,-82025.01499852887,0.0,742256.3852292697,-81925.01499852887,0.0
LINE,Beam虚线,736356.3973447385,-82025.01499852887,0.0,736356.3973447385,-81925.01499852887,0.0
LINE,Beam虚线,736356.3791715356,-17781.50133728503,0.0,742256.3670560668,-17781.50133728503,0.0
LINE,Beam虚线,742256.3670560668,-17781.50133728503,0.0,742256.3670560668,-17681.50133728503,0.0
LINE,Beam虚线,736356.3791715356,-17781.50133728503,0.0,736356.3791715356,-17681.50133728503,0.0
LINE,Beam虚线,734356.388076797,-14681.50133728498,0.0,734356.3990187251,-16180.81851848628,0.0
LINE,Beam虚线,743956.3912870042,-14681.50133728504,0.0,743956.3791715355,-16781.50133728504,0.0
LWPOLYLINE,S123-BEAM-GL,738981.3987701455,135055.5166851461,0.0,738981.3987701455,131305.5226029463,0.0
LWPOLYLINE,S123-BEAM-GL,759806.3882524268,128055.5240639437,0.0,754981.3959210031,128055.5240639437,0.0
LWPOLYLINE,S123-BEAM-GL,758406.3973446426,130555.5331563114,0.0,758406.3973446426,128155.5240639437,0.0
LWPOLYLINE,S123-BEAM-GL,718606.4092846345,111055.5240639811,0.0,723407.5209831843,111055.5240639811,0.0
LWPOLYLINE,S123-BEAM-GL,720006.3973447173,110955.5240639811,0.0,720006.3973447173,108555.5331563114,0.0
LWPOLYLINE,S123-BEAM-GL,744756.3959424852,120305.5240639627,0.0,745556.3987685592,120305.5240639627,0.0
LWPOLYLINE,S123-BEAM-GL,744756.3913150491,119105.5240639674,0.0,745556.3987685592,119105.5240639674,0.0
LWPOLYLINE,S123-BEAM-GL,735906.4048262364,128055.5240639712,0.0,737406.3973452267,128055.5240639712,0.0
LINE,Beam虚线,734756.3973446978,114205.5240639677,0.0,734756.3973446978,115855.52406396,0.0
LINE,Beam虚线,734956.3973446978,114205.5240639677,0.0,734956.3973446978,120505.5240639712,0.0
LINE,Beam虚线,736856.3973447022,118745.5240639639,0.0,737456.3852292699,118745.5240639639,0.0
LINE,Beam虚线,736856.3973447052,118545.524063964,0.0,737456.3852292699,118545.5240639639,0.0
LINE,Beam虚线,734056.3852292446,116055.52406396,0.0,734756.3973446978,116055.52406396,0.0
LINE,Beam虚线,734056.3852292446,115855.52406396,0.0,734756.3973446978,115855.52406396,0.0
LINE,Beam虚线,736856.397344678,120505.5240639713,0.0,736856.3973447047,118745.5240639639,0.0
LINE,Beam虚线,736656.3973446776,120505.5240639713,0.0,736656.3973447738,114205.5240639712,0.0
LWPOLYLINE,S123-BEAM-GL,744856.3880767969,-9931.501337277849,0.0,745456.39128699,-9931.501337277849,0.0
LWPOLYLINE,S123-BEAM-GL,745556.3912869914,-3481.501337285069,0.0,745556.3912869904,-8181.50133727066,0.0
LWPOLYLINE,S123-BEAM-GL,744856.3880767969,-8281.501337270682,0.0,748306.3927108251,-8281.501337270587,0.0
LWPOLYLINE,开洞及边线,744756.3912870032,-142518.5299970007,0.0,752406.391287003,-142518.5299970007,0.0
LWPOLYLINE,开洞及边线,752406.391287003,-142518.5299970007,0.0,752406.391287003,-132318.5299970006,0.0
LWPOLYLINE,开洞及边线,752406.391287003,-132318.5299970006,0.0,744756.3912869917,-132318.5299970006,0.0
LWPOLYLINE,开洞及边线,744756.3912869917,-132318.5299970006,0.0,744756.3912870032,-142518.5299970007,0.0
LWPOLYLINE,开洞及边线,733656.3912870022,-142518.5299970007,0.0,726006.391287003,-142518.5299970007,0.0
LWPOLYLINE,开洞及边线,726006.391287003,-142518.5299970007,0.0,726006.391287003,-132318.5299970006,0.0
LWPOLYLINE,开洞及边线,726006.391287003,-132318.5299970006,0.0,733656.3912870139,-132318.5299970006,0.0
LWPOLYLINE,开洞及边线,733656.3912870139,-132318.5299970006,0.0,733656.3912870022,-142518.5299970007,0.0
LWPOLYLINE,开洞及边线,744756.39733516,-78275.01499855192,0.0,754156.3973351594,-78275.0149985519,0.0
LWPOLYLINE,开洞及边线,754156.3973351594,-78275.0149985519,0.0,754156.3973351594,-68075.01499855181,0.0
LWPOLYLINE,开洞及边线,754156.3973351594,-68075.01499855181,0.0,744756.3973351484,-68075.01499855181,0.0
LWPOLYLINE,开洞及边线,744756.3973351484,-68075.01499855181,0.0,744756.39733516,-78275.01499855192,0.0
LWPOLYLINE,开洞及边线,733656.3973351592,-78275.01499855192,0.0,724256.3973351602,-78275.01499855195,0.0
LWPOLYLINE,开洞及边线,724256.3973351602,-78275.01499855195,0.0,724256.3973351602,-68075.0149985519,0.0
LWPOLYLINE,开洞及边线,724256.3973351602,-68075.0149985519,0.0,733656.3973351708,-68075.01499855181,0.0
LWPOLYLINE,开洞及边线,733656.3973351708,-68075.01499855181,0.0,733656.3973351592,-78275.01499855192,0.0
LWPOLYLINE,开洞及边线,744756.3973447384,-78275.01499855192,0.0,747206.1982060103,-69531.33969938567,0.0
LWPOLYLINE,开洞及边线,747206.1982060103,-69531.33969938567,0.0,754156.3973351594,-68075.01499855181,0.0
LWPOLYLINE,开洞及边线,724256.3973351602,-78275.01499855195,0.0,726115.3256740486,-69493.35552758584,0.0
LWPOLYLINE,开洞及边线,726115.3256740486,-69493.35552758584,0.0,733656.3973351708,-68075.01499855181,0.0
LWPOLYLINE,开洞及边线,726006.391287003,-142518.5299970007,0.0,727285.6446560872,-133745.923553769,0.0
LWPOLYLINE,开洞及边线,727285.6446560872,-133745.923553769,0.0,733656.3912870139,-132318.5299970006,0.0
LWPOLYLINE,开洞及边线,744756.3912870032,-142518.5299970007,0.0,746634.4473432406,-133609.5602385979,0.0
LWPOLYLINE,开洞及边线,746634.4473432406,-133609.5602385979,0.0,752406.391287003,-132318.5299970006,0.0
LWPOLYLINE,S123-BEAM-GL,744756.3959426372,117555.5240639912,0.0,745556.3987687113,117555.5240639912,0.0
LWPOLYLINE,STPM_RBEAM_SIG,734606.3973447384,105555.5240639714,0.0,734925.546274892,105555.4620933053,0.0
LWPOLYLINE,STPM_RBEAM_SIG,743806.3852292699,105555.5240639713,0.0,743487.236299116,105555.4620933053,0.0
LWPOLYLINE,S123-BEAM-GL,718380.4487153495,119710.8750697145,0.0,714321.300191743,124717.1465496137,0.0
LWPOLYLINE,S123-BEAM-GL,718640.2760185939,119406.9316767538,0.0,723171.7319336323,114377.0050320152,0.0
LWPOLYLINE,S123-BEAM-GL,718640.276018594,119704.116451189,0.0,723171.7319336323,124734.0430959274,0.0
LWPOLYLINE,S123-BEAM-GL,718380.4487153495,119400.1730582282,0.0,714321.3001917427,114393.9015783291,0.0
LINE,板配筋图名及说明,690835.1285132107,106751.366190555,1.96451e-11,700116.8880439712,106751.366190555,0.0
LWPOLYLINE,板配筋图名及说明,690835.1285132107,106887.4461909555,0.0,700116.8880439712,106887.4461909555,0.0
LINE,梁配筋图名及说明,690835.1285132107,108386.7257814112,1.96451e-11,699299.1926991686,108386.7257814112,0.0
LWPOLYLINE,梁配筋图名及说明,690835.1285132107,108522.8057818117,0.0,699299.1926991686,108522.8057818117,0.0
LWPOLYLINE,板配筋图名及说明,691791.139580302,104851.3552007956,0.0,693703.8539652461,104851.3552007956,0.0
LWPOLYLINE,板配筋图名及说明,693703.8539652461,104851.3552007956,0.0,693703.8539652461,104471.5087077657,0.0
LWPOLYLINE,板配筋图名及说明,693703.8539652461,104471.5087077657,0.0,691791.139580302,104471.5087077657,0.0
LWPOLYLINE,板配筋图名及说明,691791.139580302,104471.5087077657,0.0,691791.139580302,104851.3552007956,0.0
LINE,Beam虚线,735106.398768531,121955.524063971,0.0,735106.3987685309,124905.5240639713,0.0
LINE,Beam虚线,735306.398768531,120705.5240639712,0.0,737456.398768502,120705.5240639713,0.0
LINE,Beam虚线,734956.3973446978,120505.5240639712,0.0,736656.397344678,120505.5240639713,0.0
LINE,Beam虚线,736856.397344678,120505.5240639713,0.0,737456.398768502,120505.5240639712,0.0
LINE,Beam虚线,739856.398768531,120705.5240639715,0.0,740706.398768502,120705.5240639715,0.0
LINE,Beam虚线,739856.398768531,122105.5240639714,0.0,740706.3852292699,122105.5240639714,0.0
LINE,Beam虚线,738206.3852292697,122305.5240639714,0.0,738206.3852292699,124905.5240639713,0.0
LINE,Beam虚线,743556.398768502,121205.5240639712,0.0,741106.3852292699,121205.5240639712,0.0
LINE,Beam虚线,743756.398768502,123005.5240639515,0.0,743756.398768502,121205.5240639712,0.0
LINE,Beam虚线,736856.3973447077,118545.524063964,0.0,736856.3973447738,114205.5240639712,0.0
LINE,Beam虚线,737456.3852292699,118545.524063964,0.0,737456.3852292699,114205.5240639712,0.0
LINE,Beam虚线,734756.3973446978,116055.52406396,0.0,734756.3973446978,120505.5240639712,0.0
LINE,Beam虚线,742206.3852292699,113805.5240639712,0.0,743546.3852292699,113805.5240639712,0.0
LINE,Beam虚线,736406.3852292699,112105.5240639712,0.0,736406.3852292699,111205.5240639712,0.0
LINE,Beam虚线,734456.3852292699,112305.5240639712,0.0,734456.3852292699,113805.5240639712,0.0
